StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,PID,CompCheck,CharSel,NoteCardChoice_LL,NoteCardChoice_HL,NamedPrice,HowHelpful_4,Q98_1,Q98_2,Q98_3,Q98_4,Q98_5,Checker,Feedback,pay,time,PROLIFIC_PID,STUDY_ID,SESSION_ID,loss,cost,coins1,notes,coins2,coins3
4/18/23 8:28,4/18/23 8:31,IP Address,*******,100,170,TRUE,4/18/23 8:31,R_3h9dtNB0SQcMDCe,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63bdca1d2ed8f09b80048248,95,Warrior,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,2,9,8,7,3,1,Warrior,,$1.00 ,5 minutes,63bdca1d2ed8f09b80048248,643e94504237931b59924833,643ea91fbb124f6426929f2e,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:28,4/18/23 8:31,IP Address,*******,100,211,TRUE,4/18/23 8:31,R_2rNHXXSpfINNVIO,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,614f39b82ccdbdd51c76cc50,95,Warrior,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,12,-2,9,8,7,3,1,Warrior,,$1.00 ,5 minutes,614f39b82ccdbdd51c76cc50,643e94504237931b59924833,643ea8fbac253c0cd3caf1c4,low,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",68,68
4/18/23 8:28,4/18/23 8:31,IP Address,*******,100,186,TRUE,4/18/23 8:32,R_sNWku9M9uU2Yznz,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6310fb579e8bf7cb9c22cd89,95,Siren,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,3,12,10,8,6,0,Siren,,$1.00 ,5 minutes,6310fb579e8bf7cb9c22cd89,643e94504237931b59924834,643ea91978c835e72bfa6ec1,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:29,4/18/23 8:32,IP Address,*******,100,167,TRUE,4/18/23 8:32,R_3mmlSF1U7maiBfi,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63ed8b9c16f4e710f77819b8,95,Warrior,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",8,-3,12,10,5,3,0,Warrior,,$1.00 ,5 minutes,63ed8b9c16f4e710f77819b8,643e94504237931b59924834,643ea9356d2ee7e02c67201f,high,20,90,"""Mushrooms are stronger than flowers.""",82,82
4/18/23 8:29,4/18/23 8:32,IP Address,*******,100,144,TRUE,4/18/23 8:32,R_2xIOx7x4QMCHXCw,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,610059f9b1f5088160cc98fe,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,2,9,8,7,5,3,Wizard,,$1.00 ,5 minutes,610059f9b1f5088160cc98fe,643e94504237931b59924834,643ea95122a1cc0dd4cdecc7,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:29,4/18/23 8:32,IP Address,*******,100,198,TRUE,4/18/23 8:32,R_xfrJYFHwwhkEu8V,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d305152b2cfe00019231a2a,95,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,8,0,9,7,5,3,1,Wizard,No,$1.00 ,5 minutes,5d305152b2cfe00019231a2a,643e94504237931b59924833,643ea940594045a03e895a3a,low,12,90,"""Mushrooms are stronger than flowers.""",82,82
4/18/23 8:30,4/18/23 8:32,IP Address,*******,100,138,TRUE,4/18/23 8:32,R_22SvrEXjiK3yFBR,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d8415afd62b683c7006851,95,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,2,10,8,6,2,1,Huntress,no,$1.00 ,5 minutes,63d8415afd62b683c7006851,643e94504237931b59924833,643ea979038e5e26afca41c7,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",78,78
4/18/23 8:29,4/18/23 8:33,IP Address,*******,100,242,TRUE,4/18/23 8:33,R_3DbQg9uxtcMeLwR,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61006b12e907a16fae1a9170,95,Bard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",5,1,12,8,4,3,1,Bard,No,$1.00 ,5 minutes,61006b12e907a16fae1a9170,643e94504237931b59924834,643ea93bddf0fba4b78f6761,high,20,90,"""Mushrooms are stronger than flowers.""",85,85
4/18/23 8:29,4/18/23 8:33,IP Address,*******,100,218,TRUE,4/18/23 8:33,R_2bN77wDpAT0peJ7,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60871d664054c52f5b2741ae,95,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,12,-1,10,8,6,3,2,Huntress,,$1.00 ,5 minutes,60871d664054c52f5b2741ae,643e94504237931b59924834,643ea955537e3a54cb4d0089,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",76,76
4/18/23 8:30,4/18/23 8:33,IP Address,*******,100,204,TRUE,4/18/23 8:33,R_DH2woyapBzz8kZr,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5cb4df991ac046000177a887,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,9,1,10,9,8,7,6,Wizard,,$1.00 ,5 minutes,5cb4df991ac046000177a887,643e94504237931b59924833,643ea828e1626049347eb651,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",79,79
4/18/23 8:31,4/18/23 8:33,IP Address,*******,100,126,TRUE,4/18/23 8:33,R_1GOERS6VtuvGysT,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62e12eafa1f5eeafaf30f23b,95,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,1,12,8,5,3,0,Warrior,No,$1.00 ,5 minutes,62e12eafa1f5eeafaf30f23b,643e94504237931b59924833,643ea9bf6fdcfe4b5d8e510b,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:31,4/18/23 8:33,IP Address,*******,100,159,TRUE,4/18/23 8:33,R_2qaWYHwFoVGy8Nf,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5edabd929d0c9370d88ed85a,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,1,12,8,5,3,0,Wizard,,$1.00 ,5 minutes,5edabd929d0c9370d88ed85a,643e94504237931b59924833,643ea9a2c0aa5325f6929f7e,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",85,85
4/18/23 8:29,4/18/23 8:34,IP Address,*******,100,274,TRUE,4/18/23 8:34,R_cLPCBQXtBUH138t,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,59f77d39b47dfc0001b660ea,95,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,3,18,13,10,7,5,Warrior,,$1.00 ,5 minutes,59f77d39b47dfc0001b660ea,643e94504237931b59924833,643ea949bb08290c7a9cdbd4,high,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",70,70
4/18/23 8:23,4/18/23 8:34,IP Address,*******,100,622,TRUE,4/18/23 8:34,R_2ExXBnZCet347s8,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,56d62dc6ebdf10000667411e,95,Warrior,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,4,2,9,8,7,2,1,Warrior,The questions and instructions were clear.  I experienced no problems with the study.,$1.00 ,5 minutes,56d62dc6ebdf10000667411e,643e94504237931b59924833,643ea7d9451437dc0d798007,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",86,96
4/18/23 8:31,4/18/23 8:34,IP Address,*******,100,169,TRUE,4/18/23 8:34,R_3iQkkHaNKlVFfML,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5edeb6440df8e515892464a2,90,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,7,3,9,8,7,2,1,Wizard,,$1.00 ,5 minutes,5edeb6440df8e515892464a2,643e94504237931b59924834,643ea9cc51fad9c10967a212,low,10,90,"""Mushrooms are stronger than flowers.""",83,93
4/18/23 8:32,4/18/23 8:34,IP Address,*******,100,101,TRUE,4/18/23 8:34,R_3RmH2eC0Uu01Hft,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ad52dbafaa35e0001b90112,95,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,2,12,8,4,2,0,Huntress,,$1.00 ,5 minutes,5ad52dbafaa35e0001b90112,643e94504237931b59924834,643eaa10d7a64db3b731639a,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:30,4/18/23 8:34,IP Address,*******,100,263,TRUE,4/18/23 8:34,R_3yBRP8N0pGjpQCl,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d2be08d51dbc80015b35ea4,95,Wizard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",10,2,12,8,5,3,1,Wizard,N/A,$1.00 ,5 minutes,5d2be08d51dbc80015b35ea4,643e94504237931b59924833,643ea96f26659ad5d4a7d32f,high,20,90,"""Mushrooms are stronger than flowers.""",80,80
4/18/23 8:31,4/18/23 8:34,IP Address,*******,100,189,TRUE,4/18/23 8:34,R_7aIJJJNILQmNyg1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d7047d764b37b0017ffa710,95,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,7,2,9,8,7,6,5,Huntress,,$1.00 ,5 minutes,5d7047d764b37b0017ffa710,643e94504237931b59924834,643ea79f8ae47b2506895a1d,low,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",73,73
4/18/23 8:32,4/18/23 8:34,IP Address,*******,100,160,TRUE,4/18/23 8:34,R_3fTuD6KSDnV589t,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,573110461efe74000e308b42,95,Wizard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",12,-1,12,8,5,3,0,Wizard,,$1.00 ,5 minutes,573110461efe74000e308b42,643e94504237931b59924834,643ea9eb6f8ac06beb4b4f79,high,20,90,"""Mushrooms are stronger than flowers.""",78,78
4/18/23 8:32,4/18/23 8:35,IP Address,*******,100,136,TRUE,4/18/23 8:35,R_3pb7fJZiM9UnxmH,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d461ae668907ea6006f43f,10,Huntress,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,1,-3,10,9,8,5,4,Huntress,,$1.00 ,5 minutes,63d461ae668907ea6006f43f,643e94504237931b59924833,643eaa169906d811192cf331,low,20,90,"""Mushrooms are stronger than flowers.""",89,89
4/18/23 8:31,4/18/23 8:35,IP Address,*******,100,240,TRUE,4/18/23 8:35,R_PRNaqf8eTLLEsal,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63efd2be78899d81e1eeafdd,95,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,10,1,9,8,7,2,1,Wizard,,$1.00 ,5 minutes,63efd2be78899d81e1eeafdd,643e94504237931b59924833,643ea96cb1c897922cfa6e4b,low,20,90,"""Mushrooms are stronger than flowers.""",80,90
4/18/23 8:33,4/18/23 8:35,IP Address,*******,100,122,TRUE,4/18/23 8:35,R_2dpf8dIXHdGaApS,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62f27a3248a586b50eb6770b,95,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,5,-3,8,3,7,5,2,Wizard,No,$1.00 ,5 minutes,62f27a3248a586b50eb6770b,643e94504237931b59924833,643eaa3d33d42ac11237c6cf,low,20,90,"""Mushrooms are stronger than flowers.""",85,85
4/18/23 8:32,4/18/23 8:35,IP Address,*******,100,221,TRUE,4/18/23 8:35,R_2fxqsWyDxC4ZU1c,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6348e29c02ebee2f7dddac34,95,Warrior,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,2,9,8,7,2,1,Warrior,no,$1.00 ,5 minutes,6348e29c02ebee2f7dddac34,643e94504237931b59924833,643ea9e1c93a0109625e147e,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,90
4/18/23 8:30,4/18/23 8:35,IP Address,*******,100,329,TRUE,4/18/23 8:35,R_10uU5nEu7f9Erou,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63f6822a71fdc9cabae0817c,95,Huntress,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,7,-3,9,8,7,2,1,Huntress,Nope,$1.00 ,5 minutes,63f6822a71fdc9cabae0817c,643e94504237931b59924834,643ea97b965121557e2cd197,low,12,90,"""Mushrooms are stronger than flowers.""",83,93
4/18/23 8:34,4/18/23 8:35,IP Address,*******,100,111,TRUE,4/18/23 8:35,R_2TYQCOQU1VVjMOX,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,605247e21ff59d8d1d6887fd,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,2,12,10,8,4,2,Wizard,,$1.00 ,5 minutes,605247e21ff59d8d1d6887fd,643e94504237931b59924833,643eaa5a8171896d852a2897,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",83,83
4/18/23 8:31,4/18/23 8:35,IP Address,*******,100,265,TRUE,4/18/23 8:35,R_3fVQa8gsy4OUN0j,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,64060f1213c5c70c63c18b96,95,Siren,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,3,12,8,6,2,0,Siren,No,$1.00 ,5 minutes,64060f1213c5c70c63c18b96,643e94504237931b59924834,643ea9bd5270ae3d59e0cc8c,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:32,4/18/23 8:36,IP Address,*******,100,232,TRUE,4/18/23 8:36,R_2zjCe1USfTKqDZM,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6108487bc0edf4b3267e4c37,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",8,0,12,8,3,2,0,Huntress,,$1.00 ,5 minutes,6108487bc0edf4b3267e4c37,643e94504237931b59924834,643ea9eea4df442a6f70c93b,high,12,90,"""Mushrooms are stronger than flowers.""",82,82
4/18/23 8:33,4/18/23 8:36,IP Address,*******,100,183,TRUE,4/18/23 8:36,R_2ZUOqh8LpHgQrgi,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5bd732dc9760e90001148cd0,95,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,8,1,9,8,7,2,1,Wizard,No.,$1.00 ,5 minutes,5bd732dc9760e90001148cd0,643e94504237931b59924833,643eaa32b1c897922cfa6e60,low,12,90,"""Mushrooms are stronger than flowers.""",82,92
4/18/23 8:30,4/18/23 8:36,IP Address,*******,100,399,TRUE,4/18/23 8:36,R_1IW5swJoD2De0SD,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,55ea70c37480920010aa9982,95,Warrior,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,7,1,9,8,7,3,2,Warrior,No.,$1.00 ,5 minutes,55ea70c37480920010aa9982,643e94504237931b59924833,643ea970f8896d1c3dc31891,low,12,90,"""Mushrooms are stronger than flowers.""",83,83
4/18/23 8:33,4/18/23 8:36,IP Address,*******,100,211,TRUE,4/18/23 8:36,R_1dlZ858430kiH3n,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5a36d2890006450001bf1d34,95,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,20,3,12,11,10,9,8,Huntress,,$1.00 ,5 minutes,5a36d2890006450001bf1d34,643e94504237931b59924834,643ea9df12c8605aa4d89def,low,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",60,60
4/18/23 8:35,4/18/23 8:37,IP Address,*******,100,116,TRUE,4/18/23 8:37,R_2bPnhsGcI2Iy4xk,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5b87e73d53303600015ea51c,95,Bard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",7,3,12,7,5,3,0,Bard,,$1.00 ,5 minutes,5b87e73d53303600015ea51c,643e94504237931b59924833,643eaa9c53dbbe769e6b6784,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",81,81
4/18/23 8:34,4/18/23 8:37,IP Address,*******,100,135,TRUE,4/18/23 8:37,R_2R2fruaG9PTyaWT,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60b66bbd2a0d10b0ed2e3507,9,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,2,2,2,1,1,2,Warrior,,$1.00 ,5 minutes,60b66bbd2a0d10b0ed2e3507,643e94504237931b59924833,643eaa89004ac0a81d20e8f2,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:33,4/18/23 8:37,IP Address,*******,100,248,TRUE,4/18/23 8:37,R_OC42qRwFdVDqr3r,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5dba53eec07b5f093edebdd2,10,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",20,0,10,8,12,5,4,Wizard,,$1.00 ,5 minutes,5dba53eec07b5f093edebdd2,643e94504237931b59924834,643eaa138005ca9759944d5e,high,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",60,60
4/18/23 8:32,4/18/23 8:37,IP Address,*******,100,270,TRUE,4/18/23 8:37,R_2xJn00mtcXJ2WpM,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5fd847c290a61318c20d2331,5,Warrior,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",10,-2,10,10,10,10,10,Warrior,Yes I wasn’t completely clear on how to play the game,$1.00 ,5 minutes,5fd847c290a61318c20d2331,643e94504237931b59924833,643ea9c02fd717aafbc17ed8,high,10,90,"""Mushrooms are stronger than flowers.""",80,80
4/18/23 8:34,4/18/23 8:37,IP Address,*******,100,211,TRUE,4/18/23 8:37,R_2pKR5w9WunidV83,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62bdd58c792242d931ee4271,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,2,13,8,5,3,0,Wizard,No,$1.00 ,5 minutes,62bdd58c792242d931ee4271,643e94504237931b59924833,643eaa5b26659ad5d4a7d360,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:35,4/18/23 8:37,IP Address,*******,100,149,TRUE,4/18/23 8:37,R_2c5UvSRHLfSW4BV,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5dea9f92c3aca11bffec8b7e,95,Warrior,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,8,3,9,8,7,2,1,Warrior,,$1.00 ,5 minutes,5dea9f92c3aca11bffec8b7e,643e94504237931b59924833,643eaa9d5b9114096d7b9f33,low,20,90,"""Mushrooms are stronger than flowers.""",82,92
4/18/23 8:33,4/18/23 8:37,IP Address,*******,100,263,TRUE,4/18/23 8:37,R_3NUQpaactaseTkY,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6329e23d509947bfd4c50ab3,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",8,2,12,8,5,3,2,Huntress,,$1.00 ,5 minutes,6329e23d509947bfd4c50ab3,643e94504237931b59924834,643eaa31dad7b37300026162,high,20,90,"""Mushrooms are stronger than flowers.""",82,82
4/18/23 8:33,4/18/23 8:37,IP Address,*******,100,244,TRUE,4/18/23 8:37,R_30k3IQsMCJ31qr3,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60077aaecaba6b188453f86a,95,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,9,2,10,9,7,2,1,Siren,No,$1.00 ,5 minutes,60077aaecaba6b188453f86a,643e94504237931b59924834,643eaa44f8896d1c3dc318b3,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",81,81
4/18/23 8:34,4/18/23 8:38,IP Address,*******,100,193,TRUE,4/18/23 8:38,R_WcboP1k32ZGnq3n,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d193535601cd70017727028,95,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,5,3,90,70,50,30,20,Siren,no,$1.00 ,5 minutes,5d193535601cd70017727028,643e94504237931b59924834,643eaa820ded2861c36deede,low,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",75,75
4/18/23 8:33,4/18/23 8:38,IP Address,*******,100,256,TRUE,4/18/23 8:38,R_3JLa90E0AH8yfwz,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c3764ce3acfeb000154ac66,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,3,12,8,5,3,0,Wizard,No,$1.00 ,5 minutes,5c3764ce3acfeb000154ac66,643e94504237931b59924833,643eaa46bdcdad7a1fbdfa72,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",85,85
4/18/23 8:35,4/18/23 8:38,IP Address,*******,100,210,TRUE,4/18/23 8:38,R_1OlhLUDPhDlAuVj,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62950530ff3a463d536e764d,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",6,1,13,8,6,3,1,Wizard,"No, it was fun ",$1.00 ,5 minutes,62950530ff3a463d536e764d,643e94504237931b59924833,643eaa954044719a612cf38b,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:34,4/18/23 8:38,IP Address,*******,100,266,TRUE,4/18/23 8:38,R_2YsHVwoo3fZE4kW,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d698af12a4d488c5fdf05a,95,Warrior,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",10,-2,12,8,6,4,0,Warrior,no,$1.00 ,5 minutes,63d698af12a4d488c5fdf05a,643e94504237931b59924833,643eaa697db76311193de6a1,high,12,90,"""Mushrooms are stronger than flowers.""",80,80
4/18/23 8:36,4/18/23 8:38,IP Address,*******,100,112,TRUE,4/18/23 8:38,R_6XrznStG9pZxjCp,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5a7900f5f1408d0001760dee,85,Warrior,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,5,1,9,8,5,3,2,Warrior,,$1.00 ,5 minutes,5a7900f5f1408d0001760dee,643e94504237931b59924833,643eab05098fbc625b7eb666,low,12,90,"""Mushrooms are stronger than flowers.""",85,85
4/18/23 8:32,4/18/23 8:38,IP Address,*******,100,376,TRUE,4/18/23 8:38,R_a8KkMsX4L6WSz8l,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c89c8973e93bf0014e152da,95,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,1,9,8,7,2,1,Huntress,"No, there wasn’t anything confusing or frustrating about the survey. ",$1.00 ,5 minutes,5c89c8973e93bf0014e152da,643e94504237931b59924834,643eaa02151851c866797f65,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,90
